iter	Passed	Remaining
1658	1307	268
1659	1308	268
1660	1309	267
1661	1309	266
1662	1310	265
1663	1311	264
1664	1312	264
1665	1313	263
1666	1313	262
1667	1314	261
1668	1315	260
1669	1316	260
1670	1317	259
1671	1318	258
1672	1319	257
1673	1319	257
1674	1320	256
1675	1321	255
1676	1322	254
1677	1322	253
1678	1323	253
1679	1324	252
1680	1325	251
1681	1325	250
1682	1326	249
1683	1327	249
1684	1328	248
1685	1329	247
1686	1329	246
1687	1330	245
1688	1331	245
1689	1332	244
1690	1332	243
1691	1333	242
1692	1334	241
1693	1334	241
1694	1335	240
1695	1336	239
1696	1337	238
1697	1337	237
1698	1338	237
1699	1339	236
1700	1340	235
1701	1340	234
1702	1341	234
1703	1342	233
1704	1343	232
1705	1344	231
1706	1344	230
1707	1345	230
1708	1346	229
1709	1347	228
1710	1348	227
1711	1348	226
1712	1349	226
1713	1350	225
1714	1351	224
1715	1351	223
1716	1352	222
1717	1353	222
1718	1354	221
1719	1356	220
1720	1356	219
1721	1357	219
1722	1358	218
1723	1359	217
1724	1360	216
1725	1361	216
1726	1361	215
1727	1362	214
1728	1363	213
1729	1364	212
1730	1364	212
1731	1365	211
1732	1366	210
1733	1367	209
1734	1368	208
1735	1368	208
1736	1369	207
1737	1370	206
1738	1371	205
1739	1371	205
1740	1372	204
1741	1373	203
1742	1374	202
1743	1375	201
1744	1375	201
1745	1376	200
1746	1377	199
1747	1378	198
1748	1378	197
1749	1379	197
1750	1380	196
1751	1381	195
1752	1382	194
1753	1383	193
1754	1383	193
1755	1384	192
1756	1385	191
1757	1386	190
1758	1387	190
1759	1387	189
1760	1388	188
1761	1389	187
1762	1390	186
1763	1391	186
1764	1391	185
1765	1392	184
1766	1393	183
1767	1394	182
1768	1394	182
1769	1395	181
1770	1396	180
1771	1397	179
1772	1397	178
1773	1398	178
1774	1399	177
1775	1400	176
1776	1400	175
1777	1401	175
1778	1403	174
1779	1404	173
1780	1405	172
1781	1406	172
1782	1407	171
1783	1408	170
1784	1409	169
1785	1409	168
1786	1410	168
1787	1411	167
1788	1412	166
1789	1412	165
1790	1413	164
1791	1414	164
1792	1415	163
1793	1416	162
1794	1416	161
1795	1417	161
1796	1418	160
1797	1419	159
1798	1419	158
1799	1420	157
1800	1421	157
1801	1422	156
1802	1422	155
1803	1423	154
1804	1424	153
1805	1425	153
1806	1426	152
1807	1426	151
1808	1427	150
1809	1428	149
1810	1429	149
1811	1429	148
1812	1430	147
1813	1431	146
1814	1432	146
1815	1433	145
1816	1434	144
1817	1434	143
1818	1435	142
1819	1436	142
1820	1437	141
1821	1438	140
1822	1438	139
1823	1439	138
1824	1440	138
1825	1441	137
1826	1442	136
1827	1442	135
1828	1443	134
1829	1444	134
1830	1445	133
1831	1446	132
1832	1446	131
1833	1447	131
1834	1448	130
1835	1449	129
1836	1450	128
1837	1450	127
1838	1451	127
1839	1452	126
1840	1453	125
1841	1453	124
1842	1454	123
1843	1455	123
1844	1456	122
1845	1456	121
1846	1457	120
1847	1458	119
1848	1459	119
1849	1460	118
1850	1461	117
1851	1462	116
1852	1462	116
1853	1463	115
1854	1464	114
1855	1465	113
1856	1466	112
1857	1467	112
1858	1467	111
1859	1468	110
1860	1469	109
1861	1470	108
1862	1470	108
1863	1471	107
1864	1472	106
1865	1473	105
1866	1473	105
1867	1474	104
1868	1475	103
1869	1476	102
1870	1477	101
1871	1477	101
1872	1478	100
1873	1479	99
1874	1480	98
1875	1481	97
1876	1481	97
1877	1482	96
1878	1483	95
1879	1484	94
1880	1484	93
1881	1485	93
1882	1486	92
1883	1487	91
1884	1487	90
1885	1488	89
1886	1489	89
1887	1490	88
1888	1490	87
1889	1491	86
1890	1492	86
1891	1493	85
1892	1493	84
1893	1494	83
1894	1495	82
1895	1496	82
1896	1496	81
1897	1497	80
1898	1498	79
1899	1499	78
1900	1500	78
1901	1500	77
1902	1501	76
1903	1502	75
1904	1503	74
1905	1503	74
1906	1504	73
1907	1505	72
1908	1506	71
1909	1506	71
1910	1507	70
1911	1508	69
1912	1509	68
1913	1509	67
1914	1510	67
1915	1511	66
1916	1512	65
1917	1513	64
1918	1513	63
1919	1514	63
1920	1515	62
1921	1516	61
1922	1516	60
1923	1517	59
1924	1518	59
1925	1519	58
1926	1519	57
1927	1520	56
1928	1521	56
1929	1522	55
1930	1523	54
1931	1523	53
1932	1524	52
1933	1525	52
1934	1526	51
1935	1527	50
1936	1527	49
