iter	Logloss
732	0.4771811462
733	0.4771364127
734	0.4770325618
735	0.4769330261
736	0.4768740526
737	0.4768244765
738	0.4767809416
739	0.4766849539
740	0.4765964457
741	0.4765630754
742	0.4764599916
743	0.4763681272
744	0.4762899754
745	0.4762170976
746	0.4761403362
747	0.4761003013
748	0.4760139987
749	0.4759521484
750	0.4758924558
751	0.4758221191
752	0.4757789198
753	0.4756716169
754	0.475565992
755	0.475502128
756	0.4753987566
757	0.4753423722
758	0.4752963441
759	0.4752424529
760	0.4752411104
761	0.4751789725
762	0.4751146291
763	0.4750378197
764	0.4749370374
765	0.4748662692
766	0.4748377894
767	0.4747529251
768	0.474696253
769	0.4745999776
770	0.4745311273
771	0.4744757977
772	0.4743954403
773	0.474348741
774	0.4742945621
775	0.4742186158
776	0.4741528819
777	0.4740389144
778	0.4739960028
779	0.4739469062
780	0.473888556
781	0.4738794463
782	0.4737640884
783	0.4737168617
784	0.4736479634
785	0.473581846
786	0.4735070983
787	0.4734150421
788	0.4733516576
789	0.4733224106
790	0.4732551904
791	0.4731928607
792	0.473118161
793	0.4730483997
794	0.472999351
795	0.4729098839
796	0.4728413692
797	0.4728195538
798	0.4727634091
799	0.4727229907
800	0.472640332
801	0.4725849544
802	0.4725393578
803	0.4724500825
804	0.4723879446
805	0.4723435947
806	0.4722603605
807	0.4722102571
808	0.4721456739
809	0.4721086117
810	0.4720487752
811	0.4719872126
812	0.4719386914
813	0.471899136
814	0.471839731
815	0.4717738053
816	0.4717210648
817	0.4716380704
818	0.4715303839
819	0.471486849
820	0.4714384236
821	0.4713895188
822	0.4713176958
823	0.4712674005
824	0.4712148998
825	0.4711565016
826	0.4710912952
827	0.4710132392
828	0.4709069911
829	0.470831716
830	0.4707966195
831	0.4706945906
832	0.4705999454
833	0.4705486432
834	0.4704599433
835	0.4703897505
836	0.4703023451
837	0.4702030491
838	0.4700964173
839	0.4699957309
840	0.4699180106
841	0.4698319476
842	0.46977844
843	0.4697230624
844	0.4696434722
845	0.4695674779
846	0.4695001139
847	0.4693891191
848	0.4692720831
849	0.4692235139
850	0.4691882737
851	0.4691388414
852	0.4690418948
853	0.4689773116
854	0.4689109065
855	0.468793439
856	0.4687037801
857	0.4686478752
858	0.4686053951
859	0.4685171746
860	0.4684637629
861	0.4683905974
862	0.4682803218
863	0.468184334
864	0.4681093466
865	0.4680659076
866	0.46800703
867	0.4679712144
868	0.467907734
869	0.4678015818
870	0.4677487933
871	0.4676933678
872	0.4676075446
873	0.4675316462
874	0.4674432819
875	0.4673395269
876	0.4672267581
877	0.467170134
878	0.4670741463
879	0.4670006452
880	0.4669292537
881	0.4668639034
882	0.4667724705
883	0.4666830514
884	0.4665728717
885	0.4665196517
886	0.4664428423
887	0.4663641151
888	0.466280881
889	0.4662023456
890	0.4661121593
891	0.4660068221
892	0.4659307799
893	0.4658289428
894	0.4657568321
895	0.4656932558
896	0.4656017271
897	0.4654953351
898	0.4654299368
899	0.4653270449
900	0.4652690303
901	0.4652114952
902	0.4651600972
903	0.4650872673
904	0.4650427735
905	0.4649670669
906	0.4648676271
907	0.4647889478
908	0.4647294949
909	0.4646493293
910	0.4645828283
911	0.4644998819
912	0.4643957433
913	0.4643273245
914	0.4642536796
915	0.4642063569
916	0.4641440752
917	0.4640650603
918	0.463984655
919	0.4639415037
920	0.4638606189
921	0.463797618
922	0.4637498159
923	0.4636931438
924	0.4636407869
925	0.4636012794
926	0.463536936
927	0.463481942
928	0.4634089204
929	0.4633500428
930	0.4632705964
931	0.4632099448
932	0.4631553344
933	0.463106094
934	0.4629951471
935	0.4629427422
936	0.4628521244
937	0.4627929112
938	0.4627435269
939	0.4626841699
940	0.4626177168
941	0.4625371677
942	0.4625047562
943	0.4624218098
944	0.4623242878
945	0.4622830543
946	0.4621947859
947	0.4621172573
948	0.4620486467
949	0.4619910157
950	0.461932234
951	0.4618716783
952	0.4617889236
953	0.4617207446
954	0.4616498805
955	0.4615895645
956	0.4615169264
957	0.4613917876
958	0.4613241359
959	0.4612573952
960	0.461152969
961	0.4610615361
962	0.4610081723
963	0.4608744991
964	0.4608242517
965	0.4607369902
966	0.4606182281
967	0.4605418503
968	0.4604889659
969	0.4604017043
970	0.4603182305
971	0.4602746477
972	0.4601988452
973	0.4601315291
974	0.4600613363
975	0.4599831844
976	0.4599203753
977	0.4598438536
978	0.4597252833
979	0.4596560973
980	0.4595470683
981	0.4595011361
982	0.4594119567
983	0.4593366816
984	0.4592929549
985	0.4592456803
986	0.459172323
987	0.4591162742
988	0.4590380744
989	0.4589965533
990	0.4589225248
991	0.4588805721
992	0.4587685225
993	0.4587055215
994	0.458640363
995	0.4585361765
996	0.4584621001
997	0.458408976
998	0.4583193171
999	0.4582668164
1000	0.4581795548
1001	0.4581136771
1002	0.4580275662
1003	0.457971949
1004	0.4579087562
1005	0.4578276797
1006	0.457744062
1007	0.4576893557
1008	0.4576321562
1009	0.4575424494
1010	0.457485202
1011	0.4574149133
1012	0.4573094322
1013	0.4572444176
1014	0.4571528409
1015	0.4570846618
1016	0.457005551
1017	0.456968345
1018	0.4569314266
1019	0.4568643982
1020	0.4568030274
1021	0.4566976902
1022	0.4566332989
1023	0.4565300713
1024	0.4564818856
1025	0.4564064188
1026	0.4563392465
1027	0.4563001706
1028	0.4562550056
1029	0.4562254229
1030	0.4561537438
1031	0.4560993731
1032	0.4560145568
1033	0.4559095073
1034	0.4558437255
1035	0.4557548337
1036	0.4557077988
1037	0.455602941
1038	0.455515248
1039	0.45544961
1040	0.4553965818
1041	0.4553382316
1042	0.4552705799
1043	0.4552106475
1044	0.4551316806
1045	0.4550590905
1046	0.4549954662
1047	0.4549155883
1048	0.4548707589
1049	0.4548171554
1050	0.4547635039
1051	0.4547051537
1052	0.454659653
1053	0.4545950219
1054	0.4545421855
1055	0.4544462457
1056	0.4543650253
1057	0.4542901817
1058	0.4542223862
1059	0.4541543989
1060	0.4540867952
1061	0.4540222599
1062	0.4539791566
1063	0.4538772235
1064	0.4537980169
1065	0.453708358
1066	0.4536469393
1067	0.4535743971
1068	0.4535214169
1069	0.4534595187
1070	0.4534100864
1071	0.4533472293
1072	0.4532472142
1073	0.4531875215
1074	0.4531487332
1075	0.4530767664
1076	0.4530043681
1077	0.4529285176
1078	0.4528407286
1079	0.4527905293
1080	0.452757063
1081	0.4527032677
1082	0.4526335543
1083	0.4525588066
1084	0.4524974359
1085	0.4524474283
1086	0.4523613174
1087	0.4523192209
1088	0.4522627406
1089	0.4522077466
1090	0.4521474786
1091	0.452107204
1092	0.4520474634
1093	0.4519868597
1094	0.4519447632
1095	0.4518905843
1096	0.4518387548
1097	0.4518017885
1098	0.4517043624
1099	0.4516781839
1100	0.451619594
1101	0.4515348736
1102	0.4514707219
1103	0.4514168787
1104	0.4513796247
1105	0.4513333089
1106	0.4512833013
1107	0.4512425473
1108	0.4511839574
1109	0.4511269497
1110	0.4510790517
1111	0.4510242016
1112	0.450959954
1113	0.4509331523
1114	0.4508856379
1115	0.450819041
1116	0.4507362863
1117	0.4507131284
1118	0.4506516618
1119	0.4505824279
1120	0.4505340504
1121	0.4504820291
1122	0.4504476519
1123	0.4503550683
1124	0.4503124923
1125	0.4502578819
1126	0.4502039428
1127	0.450138161
1128	0.4500850848
1129	0.450045961
1130	0.4499899122
1131	0.4499269112
1132	0.4498749379
1133	0.4498019642
1134	0.4497556964
1135	0.4496757226
1136	0.4496102764
1137	0.44953433
1138	0.4494706099
1139	0.4494122597
1140	0.4493243269
1141	0.4492690932
1142	0.4492255104
1143	0.4491677835
1144	0.4491220431
1145	0.449056549
1146	0.4489992056
1147	0.4489268073
1148	0.4488866766
1149	0.4488477445
1150	0.4487632638
1151	0.4486603239
1152	0.4485679321
1153	0.4485002804
1154	0.4484643689
1155	0.4483695319
1156	0.4483001062
1157	0.4482245913
1158	0.4481498437
1159	0.448075911
1160	0.447992629
1161	0.4479412789
1162	0.4478647093
1163	0.4477915917
1164	0.4477329059
1165	0.4476900423
1166	0.4475876298
1167	0.4475270262
1168	0.4474708335
1169	0.4474084559
1170	0.4473534619
1171	0.4472741114
1172	0.4471892951
1173	0.447100739
1174	0.4470488135
1175	0.4469559423
1176	0.4469037292
1177	0.4468657081
1178	0.4468370844
1179	0.4467796452
1180	0.4467322746
1181	0.4466671161
1182	0.4465674365
1183	0.4464900518
1184	0.4464114684
1185	0.4463427619
1186	0.4462519524
1187	0.4461917323
1188	0.4461443617
1189	0.446086443
1190	0.445993428
1191	0.4459170981
1192	0.4458435011
1193	0.445780644
1194	0.4457222458
1195	0.4456898823
1196	0.4456473064
1197	0.445573182
1198	0.4455178044
1199	0.4454484746
1200	0.4453965013
1201	0.4453369524
1202	0.4452821982
1203	0.4452045258
1204	0.4450941543
1205	0.4450477426
1206	0.4450011392
1207	0.4449264874
1208	0.4448650687
1209	0.4448047527
1210	0.4447549369
1211	0.4446667643
1212	0.4446215993
1213	0.4445677081
1214	0.4445324199
1215	0.4444928166
1216	0.4444393089
1217	0.444389541
1218	0.4443595269
1219	0.4442704434
1220	0.4442328538
1221	0.4441831339
1222	0.44414751
1223	0.4440916051
1224	0.4440651869
1225	0.4440005078
1226	0.4439477673
1227	0.4439031776
1228	0.4438384506
1229	0.4437899294
1230	0.4437548329
1231	0.4436735646
1232	0.443604954
1233	0.4435762344
1234	0.4435298707
1235	0.4434570888
1236	0.4433820534
1237	0.4433396213
1238	0.4432685654
1239	0.443193626
1240	0.4431079945
1241	0.4430271098
1242	0.4429644924
1243	0.4429282932
1244	0.4429016353
1245	0.4428367645
1246	0.4427459549
1247	0.4427037625
1248	0.4426635838
1249	0.4426124255
1250	0.442551726
1251	0.4425038759
1252	0.4424452381
1253	0.4423824289
1254	0.4423053319
1255	0.4422787219
1256	0.4422211389
1257	0.4421308567
1258	0.4420725065
1259	0.4420146837
1260	0.44195945
1261	0.441930203
1262	0.4418457223
1263	0.441755584
1264	0.4417033229
1265	0.4416592606
1266	0.4416131846
1267	0.4415544988
1268	0.4414906828
1269	0.4414538124
1270	0.4413765235
1271	0.4413003854
1272	0.4412691247
1273	0.4412033429
1274	0.4411488284
1275	0.441102177
1276	0.4410477104
1277	0.4409908945
1278	0.4409457294
1279	0.4408827285
1280	0.4408416388
1281	0.440796282
1282	0.4407316509
1283	0.4406968422
1284	0.4406504305
1285	0.4405973064
1286	0.4405235656
1287	0.4404795513
1288	0.440424797
1289	0.4403912349
1290	0.4403487068
1291	0.4402818702
1292	0.440214698
1293	0.4401727933
1294	0.4401126211
1295	0.4400457845
1296	0.4399620709
1297	0.439899933
1298	0.4398435966
1299	0.4397848149
1300	0.439691656
1301	0.4396106753
1302	0.4395560169
1303	0.4395123862
1304	0.4394429605
1305	0.4393758841
1306	0.4392951432
1307	0.4392449438
1308	0.4391936417
1309	0.4390872017
1310	0.4390409819
1311	0.4389725151
1312	0.4389103292
1313	0.4388337596
1314	0.4387706148
1315	0.4386999905
1316	0.4386527638
1317	0.4386187222
1318	0.4385437347
1319	0.438468124
1320	0.4383769309
1321	0.4383314302
1322	0.4382635867
1323	0.4382193326
1324	0.4381706196
1325	0.4381248312
1326	0.4380858991
1327	0.438026638
1328	0.4379791715
1329	0.437930027
1330	0.4378523066
1331	0.4378048881
1332	0.4377233321
1333	0.4376768246
1334	0.4376230292
1335	0.4375371101
1336	0.4374420813
1337	0.4373930806
1338	0.4373399565
1339	0.4372950791
1340	0.437228722
1341	0.4371732006
1342	0.437098357
1343	0.437026582
1344	0.4369782525
1345	0.4369246969
1346	0.4368676413
1347	0.4368030581
1348	0.436731331
1349	0.4366759055
1350	0.4366049456
1351	0.4365246841
1352	0.4364568886
1353	0.4363976754
1354	0.4363160714
1355	0.4362692762
1356	0.4362003779
1357	0.4361434181
1358	0.4360848282
1359	0.4360140121
1360	0.4359636209
1361	0.4358726196
1362	0.4358260161
1363	0.4357836799
1364	0.4357544329
1365	0.4357054322
1366	0.4356583493
1367	0.4356191774
1368	0.4355658616
1369	0.4355252993
1370	0.4354946139
1371	0.4354649834
1372	0.4354192909
1373	0.4353821328
1374	0.435343872
1375	0.4352957822
1376	0.435259583
1377	0.4352121166
1378	0.4351838764
1379	0.4351196769
1380	0.435069909
1381	0.4350227302
1382	0.4349733459
1383	0.4349353727
1384	0.4348832076
1385	0.4348197751
1386	0.4347581646
1387	0.4346859581
1388	0.4346165803
1389	0.4345806688
1390	0.4345357914
1391	0.4344641602
1392	0.4343961729
1393	0.4343135621
1394	0.4342472529
1395	0.4342008412
1396	0.4341561077
1397	0.4341030795
1398	0.4340666886
1399	0.4340173043
1400	0.4339683515
1401	0.4338714528
1402	0.4338291645
1403	0.4337850542
1404	0.4337139504
1405	0.4336599633
1406	0.4336196408
1407	0.4335692496
1408	0.4335167009
1409	0.4334648714
1410	0.4334193707
1411	0.4333789523
1412	0.4333241021
1413	0.4332960058
1414	0.4332558272
1415	0.4331877439
1416	0.433138072
1417	0.4330975097
1418	0.4330581941
1419	0.4330052618
1420	0.432966953
1421	0.4328988698
1422	0.4328271427
1423	0.4327863887
1424	0.4327399291
1425	0.4326865173
1426	0.4326175231
1427	0.4325445974
1428	0.4324655825
1429	0.432437678
1430	0.4323751565
1431	0.432321553
1432	0.4322755728
1433	0.4322291612
1434	0.4321646739
1435	0.4321283309
1436	0.4320831179
1437	0.4320302815
1438	0.4319796985
1439	0.4319381774
1440	0.4318606968
1441	0.4317383388
1442	0.4316764885
1443	0.4316064875
1444	0.4315647266
1445	0.4315382605
1446	0.4314754034
1447	0.4314166217
1448	0.4313835869
1449	0.431317949
1450	0.4312489068
1451	0.431207961
1452	0.4311688371
1453	0.4311023841
1454	0.4310719864
1455	0.4310143074
1456	0.43093582
1457	0.4308700861
1458	0.4308192155
1459	0.4307556392
1460	0.4306746585
1461	0.4306123768
1462	0.4305337455
1463	0.4304878612
1464	0.4304380454
1465	0.4303839624
1466	0.4303176532
1467	0.4302525906
1468	0.430185754
1469	0.4301230407
1470	0.4300747113
1471	0.4300335737
1472	0.4299856757
1473	0.429905558
1474	0.4298600094
1475	0.4297932687
1476	0.42974959
1477	0.4297092674
1478	0.4296492392
1479	0.4296039303
1480	0.4295630324
1481	0.4294982575
1482	0.4294593733
1483	0.4294230303
1484	0.4293700021
1485	0.4293238781
1486	0.4292849461
1487	0.4292161916
1488	0.4291386631
1489	0.4290791142
1490	0.4290443534
1491	0.4290179832
1492	0.4289598727
1493	0.4288809537
1494	0.4288327201
1495	0.4287641575
1496	0.4287170266
1497	0.428659923
1498	0.4285874768
1499	0.4285492639
1500	0.4284965233
1501	0.4284494405
1502	0.4284061932
1503	0.428340795
1504	0.4283003286
1505	0.4282542047
1506	0.4282052998
1507	0.4281437852
1508	0.4280851474
1509	0.4280343247
1510	0.4279715635
1511	0.4279048707
1512	0.4278703496
1513	0.4278353491
